p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	peak
291	5.29210436125539e-88	0.445408309080541	0.12	0.003	3.73154031276468e-85	11	chr7:109602280-109603187
292	2.71065859421172e-87	0.561772495511448	0.106	0.002	1.85233357009271e-84	11	chr10:127611967-127612845
293	2.10146420769547e-86	0.531315620851883	0.111	0.002	1.35254879177042e-83	11	chr1:153678895-153679736
294	3.12164658706607e-86	0.40746831050225	0.111	0.002	1.99754706432356e-83	11	chr17:71088845-71089712
295	1.66222067492211e-85	0.586854138566836	0.139	0.005	1.05754491595346e-82	11	chr15:88870509-88871400
296	2.84025833974073e-85	0.519033888239763	0.102	0.002	1.76643325272089e-82	11	chr3:97756415-97757290
297	6.965335836026e-85	0.723455473493398	0.153	0.006	4.3077294584111e-82	11	chr12:80103401-80104212
298	2.13468131176683e-84	0.553331383313388	0.106	0.002	1.31286458475846e-81	11	chr2:173152402-173153308
299	2.47864281991435e-84	1.44006723827661	0.741	0.214	1.51598450880098e-81	11	chr1:24612427-24613338
300	6.86524331373507e-84	0.619210140717579	0.125	0.003	4.10812448951575e-81	11	chr8:122173993-122174852
301	7.27249094895176e-84	0.576109439837345	0.111	0.002	4.32842239527853e-81	11	chr4:123093101-123093975
302	1.11126576468361e-83	0.575438326322934	0.139	0.005	6.57863390095022e-81	11	chr15:55265417-55266175
303	1.34835185578608e-83	0.626109874523152	0.12	0.003	7.89770346513682e-81	11	chr9:61808394-61809290
304	3.03321520354415e-82	0.46606624980084	0.102	0.002	1.72197960347666e-79	11	chr8:127076365-127077235
305	1.70873826990053e-81	0.625473793547419	0.111	0.002	8.9227572024905e-79	11	chr11:109705792-109706575
306	1.91264350004909e-81	0.636058333010911	0.111	0.002	9.94062785849459e-79	11	chr19:46667986-46668890
307	2.74609326696821e-81	0.584762435172666	0.111	0.002	1.42056431277188e-78	11	chr14:70336162-70337058
308	1.31339775345784e-79	0.508745098694397	0.102	0.002	6.34921709611541e-77	11	chr5:117278989-117279847
309	1.47114776004508e-79	0.494595678901779	0.102	0.002	7.08089002088135e-77	11	chr2:128174223-128175192
310	2.47711495027869e-79	0.633466014928972	0.153	0.007	1.18711712701603e-76	11	chr14:30907655-30908540
311	2.79520167476394e-79	0.67060845362967	0.116	0.003	1.33378108190255e-76	11	chr9:110992962-110993798
312	4.11281907808338e-79	0.49813893082118	0.106	0.002	1.95408330644233e-76	11	chr9:64814051-64814930
313	4.22554010268584e-79	0.456195935449121	0.106	0.002	1.99905968370782e-76	11	chr1:133265034-133265918
314	2.19396115503989e-77	0.537389742510435	0.12	0.004	9.87309275391792e-75	11	chr2:164458276-164459116
315	5.47057839607148e-77	0.664492596543916	0.116	0.003	2.45186008170162e-74	11	chr15:85935377-85936368
316	7.51891724911315e-77	0.418298273595913	0.102	0.002	3.34283813746415e-74	11	chr2:52420001-52420877
317	1.26422072018909e-76	0.444543173562097	0.106	0.002	5.4669150932458e-74	11	chr19:57274788-57275555
318	1.51634010070705e-75	0.643152398041003	0.144	0.006	6.33446785541784e-73	11	chr13:73692168-73693042
319	1.42676472602493e-74	0.650698826202982	0.106	0.003	5.72272229946152e-72	11	chr8:126829358-126830189
320	1.54284780839843e-74	0.656741069309803	0.171	0.01	6.16598848134048e-72	11	chr15:88867378-88868228
321	3.68743311808646e-73	0.697751805484384	0.144	0.007	1.442437839122e-70	11	chr8:106134717-106135598
322	3.73396861038026e-73	0.557227570347128	0.116	0.004	1.45549833477086e-70	11	chr11:31824386-31825340
323	8.36809057842348e-73	0.811367860657003	0.148	0.007	3.25043063615163e-70	11	chr4:106463789-106464662
324	7.11683383758184e-71	0.593329445336977	0.13	0.005	2.43917912173939e-68	11	chr13:40859376-40860282
325	2.97508982312193e-70	0.472390869465528	0.106	0.003	1.00719072993598e-67	11	chr4:135958145-135959108
326	3.86822205659993e-70	0.547607567287234	0.106	0.003	1.28983068172223e-67	11	chr11:99045268-99046204
327	6.69402008047404e-70	0.459744968255047	0.102	0.003	2.17955324990799e-67	11	chr10:18370353-18371224
328	9.5017669349789e-70	0.417506753126617	0.102	0.003	3.07565527778646e-67	11	chr3:98266989-98267850
329	6.78661570806754e-69	0.588247058591472	0.12	0.005	2.19037527326589e-66	11	chr13:56438114-56439014
330	2.18785669979941e-68	0.650361969473389	0.148	0.008	6.80343539994084e-66	11	chr2:84850831-84851693
331	1.59245550890027e-66	0.587899496757418	0.106	0.003	4.68855325004751e-64	11	chr17:34861862-34862750
332	5.44242364331596e-66	0.558195153920123	0.102	0.003	1.54485288355386e-63	11	chr6:54179198-54180033
333	6.07774631906153e-66	0.449041400940223	0.102	0.003	1.72077941370606e-63	11	chr4:35096771-35097223
334	1.25675695519367e-65	0.586098805268467	0.111	0.004	3.46949539179064e-63	11	chr2:75781786-75782514
335	1.88378935543296e-65	0.509977509815984	0.111	0.004	5.14916377813569e-63	11	chr18:60947683-60948654
336	9.48790775157661e-65	0.571331019936567	0.106	0.004	2.48895699484072e-62	11	chr3:95692429-95693313
337	2.34793820973946e-64	0.810063146716617	0.204	0.018	6.14477077146069e-62	11	chr2:158306072-158307013
338	8.32486460270951e-64	0.453103952449252	0.111	0.004	2.16335090637031e-61	11	chr7:19841393-19842310
339	3.7847600295297e-63	0.554050207564031	0.12	0.005	9.26956392807581e-61	11	chr14:7825934-7826826
340	4.87942516093031e-63	0.549451318225195	0.106	0.004	1.19242164148006e-60	11	chr5:64345229-64345981
341	6.42551585438421e-63	0.464804349586817	0.106	0.004	1.56334919039098e-60	11	chr7:101322918-101323815
342	4.62926265702922e-62	0.409449732518627	0.102	0.003	1.08116722346225e-59	11	chr11:86961612-86962489
343	4.86257373856167e-62	0.579548104493699	0.116	0.005	1.13326631701051e-59	11	chr4:150706924-150707782
344	5.57116533154962e-62	0.635877218130038	0.125	0.006	1.28756725615561e-59	11	chr13:43231757-43232678
345	8.12635256386657e-61	0.622762120797376	0.116	0.005	1.76049238332235e-58	11	chr6:116650210-116651094
346	9.55997219992554e-60	0.609052992206736	0.125	0.006	1.97816374289412e-57	11	chr4:117135776-117136693
347	1.25965372518804e-59	0.513925108865721	0.111	0.005	2.60163146155769e-57	11	chr11:52223991-52224917
348	4.4719379268324e-59	0.465796584512508	0.102	0.004	9.16772119100235e-57	11	chr8:10865809-10866491
349	8.42042330286392e-59	0.487497987529331	0.102	0.004	1.70414281699624e-56	11	chr7:46029784-46030714
350	2.13474391644171e-58	0.62731060945443	0.148	0.01	4.22004563896154e-56	11	chr17:57227735-57228635
351	2.02741783177317e-57	0.614777498069832	0.153	0.011	3.98652284601749e-55	11	chr8:95137582-95138365
352	5.53561450105968e-57	0.428178548209875	0.106	0.005	1.05474893650742e-54	11	chr17:46728659-46729562
353	8.5470296581946e-57	0.607727144025781	0.144	0.01	1.60369800720528e-54	11	chr19:4059091-4059960
354	5.44633817828065e-56	0.478882954635876	0.102	0.004	9.93288262520927e-54	11	chr3:104796177-104797041
355	3.55434899179438e-55	0.540993308902158	0.134	0.009	6.25559771762501e-53	11	chr15:99098829-99099712
356	1.1337888602732e-54	0.620821747327461	0.102	0.004	1.92801579414476e-52	11	chr14:101839996-101840866
